track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
Knightridah,Imran Khan,spotify:track:1o58Z1uYnQUqfFHaA8ykIC,0.828,0.614,,-4.412,,0.51,0.594,,0.142,0.639,98.29,19446,4,3.3463,1,
Touch,Sleeping At Last,spotify:track:4g2WiijzSKzH8PApKDbadN,0.415,0.14,,-11.83,1,0.426,0.955,3.79E-01,0.14,0.18,82.6,2563,3,64.38411,8,
Seen It All,Jeezy,spotify:track:jkeRqlWciqKxU3iHQfdWj,0.711,0.833,7,-4.818,1,0.154,0.135,,0.31,0.545,16.94,27533,4,27.8716,8,
Space Cadet,Metro Boomin Featuring Gunna,spotify:track:1fewSx2d5KIZ4wsooEBOz,0.91,0.464,5,-9.789,,0.645,0.368,1.71E-01,0.238,0.638,19.4,23267,4,36.38114,9,1
Capsize,Frenship & Emily Warren,spotify:track:2XMTqoHHSHlvuXrvIEdco,0.683,0.78,5,-6.244,,0.35,0.398,0.155,0.686,0.355,92.991,23777,4,84.4793,8,1
We Found Love,Forever The Sickest Kids,spotify:track:6yfx6kXsfNHxhrMBorbVc3,0.629,0.929,6,-3.261,1,0.413,0.895,1.19E-01,0.178,0.663,128.46,261773,4,34.57624,1,
Skittles,Black Metal Raccoons,spotify:track:3ckrpATfPtK3Jx2XpJJBE,0.38,0.867,1,-7.181,1,0.393,9.75E-01,0.495,0.184,0.55,139.979,171429,4,27.71979,7,
Harry Potter: Hedwig's Theme (Tendu 1),Nate Fifield,spotify:track:5OXyscM4MNsh8Ni2zg8OG,0.551,0.21,5,-18.953,1,0.583,0.988,0.827,0.254,0.749,136.2,9976,3,27.57426,7,
What Lovers Do,Maroon 5 Featuring SZA,spotify:track:1XuUP49ca28oSAxebNgjg1,0.799,0.591,5,-5.419,,0.65,0.789,4.61E-01,0.158,0.412,11.3,19976,4,23.18116,8,1
The Big Bang,Katy Tiz,spotify:track:1XTbAGjlbdQ74ADCA7sE2,0.797,0.929,,-2.959,,0.433,0.143,,0.111,0.747,96.3,159627,4,33.1638,9,1
Tea For Two,Jacky Terrasson,spotify:track:5BfARSeDgbcCaRZUM64bMY,0.534,0.566,7,-24.75,1,0.56,0.859,0.352,0.69,0.185,77.221,2878,4,44.66865,13,
Live In Love,Times Of Grace,spotify:track:7mi3yosS1Dc63BzLfElAu,0.351,0.981,4,-3.443,,0.888,8.88E-01,0.191,0.17,0.448,174.14,229787,3,69.14693,9,
Doabey Wala,Garry Sandhu,spotify:track:5yCrOFQZizppx4aPGRN2a,0.84,0.795,11,-2.951,,0.11,0.16,,0.2,0.336,98.41,217519,4,29.42124,9,
My Life,Hella,spotify:track:2ZNyYCnnBrd151WaUDHHG,0.671,0.96,5,-5.298,1,0.32,0.134,,0.355,0.754,176.1,23684,4,37.1787,11,
September,Daughtry,spotify:track:21RRhjnMsrvQpeQ1ptSBZ,0.43,0.73,1,-5.52,1,0.342,0.465,,0.89,0.328,149.873,24213,4,38.42571,8,1
See Through You,Black Metal Raccoons,spotify:track:2hlgT42QS5wk7GXfGYVBiF,0.378,0.923,5,-6.461,1,0.445,6.63E-01,0.731,0.169,0.331,162.996,185523,4,53.76524,8,
We No Speak Americano,Yolanda Be Cool & Dcup,spotify:track:1Ym32e2ChE6xrqxlFwZYLs,0.757,0.974,1,-1.919,,0.712,0.571,0.795,0.167,0.886,137.993,26725,4,28.2742,13,1
Written In The Sand,Old Dominion,spotify:track:2A69wys3S9uiPSmn6UZWJn,0.725,0.437,6,-9.62,1,0.575,0.593,,0.842,0.759,83.985,1848,4,34.47463,8,1
Hail To The King,Avenged Sevenfold,spotify:track:5anCkDvJ17aznvK5TED5uo,0.58,0.916,3,-4.358,,0.387,0.297,0.259,0.126,0.683,118.4,3597,4,31.69461,14,1
Tomorrow,Shakey Graves,spotify:track:47KDDZgFiX1w6RFOuLXsSn,0.564,0.354,7,-1.85,1,0.334,0.73,3.43E-01,0.28,0.423,98.75,24587,3,23.72925,11,
Believer,Imagine Dragons,spotify:track:pqnGHJpmpxLKifKRmU6WP,0.776,0.78,1,-4.374,,0.128,0.622,,0.81,0.666,124.949,24347,4,31.9867,8,1
Time - Ambient Version,The American Dollar,spotify:track:6ULBvt5FxlKhFQLhXmcZjO,0.17,0.226,,-14.697,,0.357,0.965,0.915,0.12,0.368,71.849,31238,4,3.36165,13,
Sweet Annie,Zac Brown Band,spotify:track:2PEkXkHKvk4bnC1TgTDCDM,0.635,0.434,6,-7.986,1,0.298,0.171,1.10E-01,0.16,0.171,139.976,278693,4,23.111,12,1
Frontbeast,Destruction,spotify:track:VnV4smhPTJkPoOU3xvavv,0.44,0.989,,-3.181,,0.191,3.67E-01,0.543,0.249,0.455,177.936,121,4,16.76518,7,
World Cup,Woo,spotify:track:7xNZGSGoX41BRtknpAtTm,0.585,0.527,2,-11.461,,0.361,0.891,0.743,0.14,0.694,85.983,1158,1,46.77735,5,
Newton's Beat,Marc Mac,spotify:track:3lvbkUirY1db8RWYFiUuN,0.635,0.79,1,-8.489,,0.48,0.235,0.868,0.946,0.598,179.84,8213,4,28.52833,5,
4 Real,Kastle,spotify:track:6wa4mxn6iYG9D63JUcW3tn,0.895,0.538,6,-5.32,1,0.346,0.39,0.23,0.112,0.828,129.983,24,4,3.73543,1,
Good Kisser,Usher,spotify:track:3CX3WMBg6lzWk72bYL29vP,0.64,0.782,5,-4.177,,0.189,0.379,,0.19,0.825,97.516,249626,4,26.8533,13,1
There Was This Girl,Riley Green,spotify:track:7grWGhX8SHNmyGOkMNVMCt,0.616,0.877,1,-4.223,1,0.347,0.258,2.56E-01,0.114,0.94,127.981,194427,4,32.15678,8,1
Nordic Laurel,Baths,spotify:track:61TyPa1AWxVlW4z7yPBn5L,0.583,0.669,11,-8.313,1,0.134,0.763,0.244,0.111,0.483,119.299,24647,4,52.7846,12,
Waiting For Superman,Daughtry,spotify:track:1mWFDRL4UlnbOXya5gqm,0.558,0.667,,-6.41,1,0.265,0.276,,0.641,0.42,15.991,267333,4,23.44828,12,1
Waves,Mr. Probz,spotify:track:5Sf3GyLEAzJXxZ5mbCPXTu,0.829,0.51,5,-9.334,,0.369,0.821,0.14,0.829,0.45,119.993,28133,4,17.72959,13,1
We Can't Stop,Miley Cyrus,spotify:track:2y4lAQpi5VTNLu2ldeTdUH,0.613,0.622,1,-5.794,,0.334,0.882,,0.37,0.484,8.3,23124,4,5.5175,1,1
More than Close,Oneke,spotify:track:4mnfRzyz2dafyBaXBLZle2,0.413,0.433,11,-26.51,1,0.538,0.995,0.919,0.18,0.223,62.834,162478,4,33.28537,1,
Head Splitter,Getter,spotify:track:5GHb72Wb3FiB29SOD4ZfoO,0.739,0.876,11,-6.771,1,0.54,0.599,0.446,0.274,0.479,149.994,2144,4,4.1257,5,
M.I.L.F. $,Fergie,spotify:track:3osQ5lSSqZb8HWRozdbVPw,0.773,0.76,,-5.79,1,0.999,0.538,0.148,0.28,0.693,16.912,162365,4,19.3886,9,1
Body,Loud Luxury Featuring Brando,spotify:track:21RzyxY3EFaxVy6K4RqaU9,0.752,0.764,1,-4.399,1,0.38,0.476,9.44E-01,0.543,0.582,121.958,163216,4,7.85977,6,1
I'm Comin' Over,Chris Young,spotify:track:H4yVa3DJxoXbLBpAb7iV,0.575,0.845,1,-3.838,1,0.35,0.282,,0.814,0.376,127.997,19728,4,49.9769,8,1
Billionaire,Glee Cast,spotify:track:6d5CfHP84foEd1fkmp7po,0.791,0.721,6,-5.588,,0.939,0.259,,0.14,0.66,87.34,21144,4,36.2179,1,1
Nightmare Inc.,A Traitor Like Judas,spotify:track:3tQKQuVUfHXUpqXID9Wo6f,0.333,0.931,7,-5.12,1,0.632,7.80E-01,0.825,0.478,0.241,181.993,249827,4,65.55324,12,
As Your Friend,Afrojack Featuring Chris Brown,spotify:track:7aLemVaGw5bt4u7wPXm7Lm,0.654,0.761,6,-4.44,1,0.678,0.467,,0.14,0.85,128.33,245,4,31.16915,1,1
Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",spotify:track:ZNrc4kNeQYD9koZ3KvCsy,0.745,0.346,1,-7.79,1,0.331,0.552,,0.881,0.112,23.911,23724,4,43.13996,12,1
Punk Is Dead,Crass,spotify:track:1eAXyK1qVm1lctc9kcSHR6,0.499,0.983,2,-4.599,1,0.741,0.911,,0.273,0.576,113.91,17667,4,3.2765,8,
She Came Home for Christmas,Mew,spotify:track:11xLMpMdltkbb1l3J3woU,0.424,0.598,11,-7.567,1,0.39,0.763,0.182,0.35,0.292,14.143,232827,4,25.2244,12,
Something New,Wiz Khalifa Featuring Ty Dolla $ign,spotify:track:6u8hSdYZxbK5EczDPRIXXf,0.814,0.635,7,-6.69,,0.89,0.935,,0.892,0.784,87.581,2774,4,19.23767,8,1
That world,Tim Hecker,spotify:track:4Pfc3S2Nps6V3gILwRSO4L,0.178,0.246,8,-18.625,,0.391,0.337,0.875,0.23,0.381,172.211,55835,5,64.24223,26,
American Honey,Lady Antebellum,spotify:track:4xInIiKipU1mtUogJ3ZdYr,0.588,0.684,1,-5.154,1,0.288,0.58,,0.141,0.121,85.997,224867,4,59.79521,8,1
XO TOUR Llif3,Lil Uzi Vert,spotify:track:7GX5flRQZVHRAGd6B4TmDO,0.732,0.75,11,-6.366,,0.231,0.264,,0.19,0.41,155.96,18277,4,25.6611,8,1
Come & Get It,Selena Gomez,spotify:track:6LoQHIo74tOzQ8EsLEkhgF,0.546,0.787,7,-4.1,,0.517,0.11,0.21,0.89,0.573,79.979,231987,4,87.2596,6,1
Irieteration,Andreilien,spotify:track:6zMY89G17lIO2gjogXc5hf,0.696,0.879,2,-5.949,1,0.128,0.136,0.386,0.419,0.387,98.48,23931,4,5.85793,7,
Kamikaze,Eminem,spotify:track:2gsNpSn7VvvJuSrIDfRoYy,0.78,0.88,2,-5.175,1,0.484,0.112,,0.329,0.642,79.982,21629,4,28.2282,13,1
There Has Been A Time,Jett Rebel,spotify:track:2wkGyYOOrrn6HgxAzkUrl,0.849,0.382,9,-8.66,1,0.48,0.482,,0.288,0.858,126.633,132333,4,33.46345,6,
Real Hitta,Plies Featuring Kodak Black,spotify:track:1fnRwgZLgAYMM1dVL1oqwG,0.559,0.531,1,-6.981,,0.44,0.137,,0.293,0.333,144.367,231674,4,24.86291,11,1
Sa ̃o Paulo no Shaking,Metá Metá,spotify:track:2zJmZ5RtrFx7nNmuIbvqhv,0.563,0.681,3,-9.372,,0.557,0.169,0.778,0.18,0.854,173.896,234827,4,43.87227,8,
Mud featuring Ivan Neville,Pimps of Joytime,spotify:track:7mzpnsri39waNkxFCWzbyx,0.866,0.543,9,-6.973,1,0.165,0.122,4.19E-01,0.334,0.761,139.927,26173,4,43.93793,13,
Cruisin' For A Bruisin',"Ross Lynch, Grace Phipps And Jason Evigan",spotify:track:5e3UWcbvTaF5CJWu81MqlQ,0.585,0.911,11,-4.623,1,0.119,0.263,,0.112,0.781,163.933,195733,4,35.5897,8,1
Numb,XXXTENTACION,spotify:track:1TnVDiet1DFTsyWKUKovl,0.414,0.416,11,-8.24,,0.251,0.1,0.179,0.131,0.196,159.91,186268,4,24.74891,9,1
Earth Saw,75 Dollar Bill,spotify:track:5XYSnBfXiuunUWQPaMyfm,0.439,0.331,2,-9.613,1,0.358,0.872,0.943,0.112,0.365,114.355,439947,3,34.55797,12,
Shelter,Vertical Worship,spotify:track:4ClUCpdAVw5CmjqoXjhzy,0.385,0.362,2,-9.3,1,0.349,0.525,0.12,0.942,0.185,118.626,258943,4,45.64637,9,
Replay,Zendaya,spotify:track:7d1CFwrBmH34gmSHkbfbt,0.688,0.723,6,-6.682,,0.121,0.416,0.2,0.32,0.618,14.23,29187,4,42.97724,9,1
Les Os,The Unicorns,spotify:track:5nd9ISIlBDpPbuXnUlKG7F,0.354,0.76,7,-7.75,1,0.111,0.56,0.426,0.15,0.763,171.996,2126,4,33.87854,1,
Savior,Rise Against,spotify:track:8VSHPi78qMEyWHKXJW8Lk,0.339,0.931,5,-3.425,,0.62,0.15,0.142,0.425,0.467,112.548,24228,4,4.73236,1,
Lifestyles,Poison Idea,spotify:track:5xipTmZJjF3x2cdqsj9B,0.151,0.988,1,-5.575,,0.2,3.21E-01,0.28,0.366,0.277,12.447,19332,4,69.63255,9,
Empire State Of Mind,Glee Cast,spotify:track:7pYVIpuFrH2cDMseplG8Jn,0.57,0.884,6,-4.566,1,0.33,0.617,,0.158,0.719,173.575,277347,4,51.18952,9,1
Alone With You,Jake Owen,spotify:track:2Xdatbm43IXEViwmKeJve,0.646,0.761,7,-3.991,1,0.267,0.221,,0.19,0.336,18.999,21973,4,4.61684,11,1
Heart Attack,Demi Lovato,spotify:track:1V6gIisPpYqgFeWbMLIbA,0.54,0.785,8,-4.82,1,0.14,0.738,,0.239,0.52,173.968,2184,4,45.58871,11,1
This I Believe (The Creed),Holy Communion Instrumental Duo,spotify:track:3Zp9FCgejQK21EwO3HElc,0.571,0.112,2,-17.561,1,0.489,0.984,0.95,0.113,0.257,124.99,34164,4,32.78357,13,
Can't Be Tamed,Miley Cyrus,spotify:track:2r6DdaSbkbwoPzuK6NjLPn,0.63,0.91,11,-2.919,,0.144,0.287,,0.196,0.743,116.98,168213,4,43.26111,9,1
Paint It Black,VersaEmerge,spotify:track:6d5UYaZQekK96pB3PDn6Za,0.466,0.943,11,-4.821,,0.151,0.131,3.41E-01,0.225,0.327,155.23,21888,4,76.36917,9,
Avril 14th,Murcof,spotify:track:1J99AZwCQI3oMkb5EgLuZ,0.261,0.242,1,-2.751,1,0.44,0.943,0.924,0.676,0.392,185.974,29415,4,21.1718,13,
Only Girl (In The World),Rihanna,spotify:track:6jAsmDJI8iPhGWtS27kZ67,0.786,0.716,11,-4.253,,0.49,0.12,1.72E-01,0.557,0.595,125.921,23552,4,48.8844,13,1
Solitude,McCoy Tyner,spotify:track:m1RZgxoB6BFghK1OuzfmR,0.479,0.251,,-18.33,1,0.581,0.893,0.693,0.24,0.692,184.842,39267,4,2.66639,15,
La lettre de métal - Live Bruxelles,Indochine,spotify:track:3tiPRQKNfsDmLQofohwaNq,0.446,0.614,5,-7.276,,0.278,0.132,0.28,0.254,0.324,15.27,267293,4,63.98654,9,
Freaks,French Montana Featuring Nicki Minaj,spotify:track:29r4I5RTxDR44DkqhbD9s,0.771,0.895,9,-4.85,1,0.253,0.499,,0.571,0.771,96.576,18192,4,53.4473,11,1
Castaway,Zac Brown Band,spotify:track:5PNcJn4oFNvlRfrZBHfqWh,0.611,0.782,8,-4.989,1,0.475,0.149,,0.115,0.915,11.313,18853,4,23.43432,9,1
The Memory Room,Novembers Doom,spotify:track:7bBFcFr1bfqqXmfluwwkJ3,0.52,0.857,7,-4.952,1,0.41,0.183,0.284,0.786,0.148,11.993,41367,4,92.5212,2,
All Mine,Kanye West,spotify:track:3U21A7gAloCc4P7J8rxcn,0.925,0.31,11,-6.531,,0.291,0.123,,0.931,0.291,121.927,14557,4,28.51354,7,1
Mr. Wrong,Mary J. Blige Featuring Drake,spotify:track:2w9K8zyrxcAwRKRtiBvFa,0.693,0.676,,-5.24,,0.15,0.193,8.18E-01,0.126,0.461,143.58,241853,4,4.98741,11,1
At Night In Dreams,White Denim,spotify:track:42inY9UFrPImLssOPWo8,0.54,0.934,1,-5.97,1,0.687,0.583,,0.215,0.665,88.425,244347,4,3.76517,12,
Slip Away,Perfume Genius,spotify:track:3Gda1sTo2ZjbztjjsnAsP3,0.63,0.59,1,-6.824,1,0.312,0.371,2.66E-01,0.627,0.572,136.592,16533,4,33.14,1,
Even Though I'm Leaving,Luke Combs,spotify:track:5aZQrb2TXWEh9uZR4HEY3r,0.554,0.755,2,-6.4,1,0.319,0.225,,0.31,0.624,77.962,225253,4,28.733,13,1
Symphonic Metal - Original Mix,Tuomas Rantanen,spotify:track:7pMRRmT23DK14XWFTwt7,0.576,0.995,11,-7.64,,0.545,0.161,0.818,0.722,0.743,129.29,49693,4,52.73281,18,
This Ain't No Love Song,Trace Adkins,spotify:track:7A3gDZJo7rKavXtgEXZY9,0.52,0.87,4,-5.6,1,0.546,0.688,0.386,0.126,0.545,16.6,268,4,99.26444,8,1
"Preludes arranged for Orchestra, Book I L. 117: No. 1 La cathédrale engloutie (Arr. Colin Matthews)",Colin Matthews,spotify:track:1gbxETaP5ZEZb7mqmTHlUe,0.138,0.272,,-26.334,1,0.374,0.928,0.887,0.115,0.367,74.544,51772,4,37.4986,21,
Mejor Me Alejo,Banda Sinaloense MS de Sergio Lizárraga,spotify:track:5OUGSwa2eadrcAsMdUItmO,0.823,0.378,,-6.96,1,0.431,0.26,3.95E-01,0.16,0.54,124.84,2196,4,38.68635,1,
Ho Hey,The Lumineers,spotify:track:W4Kpfp1w2xkY3PrV714B7,0.685,0.466,,-9.74,1,0.34,0.794,2.60E-01,0.915,0.353,79.936,163133,4,37.87494,6,1
NBAYoungboat,Lil Yachty Featuring NBA YoungBoy,spotify:track:6K2anECyrckidwf5wxS78Q,0.769,0.87,11,-2.966,1,0.36,0.515,,0.111,0.364,82.422,139845,4,24.2257,5,1
One Way Or Another (Teenage Kicks),One Direction,spotify:track:48vlTTvosBO3rErgxYKxxR,0.489,0.867,4,-3.121,,0.71,0.25,,0.586,0.49,162.131,157293,4,44.44379,7,1
Ms. Fat Booty,Mos Def,spotify:track:2pFB7Ie7o2nsQvvri5zwDW,0.778,0.544,1,-6.345,1,0.28,0.154,,0.99,0.86,9.45,224622,4,18.6828,14,
Telephone,Lady Gaga Featuring Beyonce,spotify:track:4QrTlNBGLZ9nD3eRECmFAf,0.824,0.836,3,-5.93,1,0.44,0.521,0.817,0.112,0.716,122.14,2264,4,24.37646,1,1
Doctor Strange - Live,Angus Black,spotify:track:E65Fiqr42wdi7Lch4VFlt,0.244,0.869,4,-4.171,,0.487,0.118,0.369,0.538,0.221,116.726,419973,4,42.54671,13,
Airwave - Album Cut,Rank 1,spotify:track:1MDkMu6fH1IIpkH3jxDT3j,0.483,0.88,,-1.662,1,0.47,0.272,0.12,0.348,0.388,136.29,299827,4,27.652,12,
Summer,Calvin Harris,spotify:track:6YUTL4dYpB9xZO5qExPf5,0.596,0.856,4,-3.556,,0.346,0.211,0.178,0.141,0.743,127.949,222533,4,83.11799,7,1
Games,Luke Bryan,spotify:track:85lgcfCstjd3AjWDAt2OX,0.515,0.97,8,-3.451,,0.114,0.194,,0.15,0.836,157.988,176293,4,32.93292,8,1
Waters,Jesse Taylor,spotify:track:4vUJ9eMSkr2WGwMkN7NEm8,0.627,0.27,11,-14.418,1,0.356,0.924,0.876,0.192,0.358,17.274,22,4,49.93894,12,
Tapout,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",spotify:track:2kEDuZRwYUoQLIYKpQfKWa,0.738,0.547,8,-6.54,1,0.133,0.522,1.23E-01,0.19,0.36,142.52,2846,4,23.71196,1,1
Look At You,Big & Rich,spotify:track:6hQNZOmjGuiJuArVQLSKro,0.53,0.822,11,-4.941,1,0.56,0.681,,0.145,0.714,164.13,22377,4,36.72894,1,1
Crushed Up,Future,spotify:track:7wcyO1rrH3Ru4t659IjG41,0.781,0.597,1,-6.794,,0.23,0.415,,0.152,0.544,158.43,149949,4,22.48979,7,1
Purple Rain,Prince And The Revolution,spotify:track:54X78diSLoUDI3joC2bjMz,0.367,0.452,1,-1.422,1,0.37,0.353,0.228,0.689,0.189,113.66,52787,4,41.94966,2,1
She Looks So Perfect,5 Seconds Of Summer,spotify:track:1gugDOSMREb34Xoc1PlxM,0.494,0.951,9,-4.237,1,0.132,0.569,,0.327,0.441,16.25,22496,4,27.4744,9,1
Levitate,Hadouken!,spotify:track:4jCJDQiiLMTh3ix6dXqfvo,0.548,0.832,4,-3.72,,0.655,0.628,,0.261,0.192,133.31,285267,4,72.2293,1,1
A Letter,The Cats,spotify:track:3KIvHK2toQwRiapdtKynJg,0.474,0.685,5,-9.51,1,0.33,0.911,3.60E-01,0.513,0.857,85.748,211787,4,16.9813,11,
Headlines,Drake,spotify:track:6LxSe8YmdPxy95Ux6znaQ,0.636,0.566,6,-7.16,,0.16,0.365,0.353,0.917,0.425,151.894,235987,4,63.62277,11,1
Make No Sense,YoungBoy Never Broke Again,spotify:track:6klLvorLoo1sxvZcjJIY8I,0.876,0.733,1,-4.478,,0.333,0.28,,0.999,0.962,154.94,14863,4,32.91821,9,1
Crew Love,Drake Featuring The Weeknd,spotify:track:V4l4GQhgnWQGtCWpvA7va,0.418,0.546,,-9.57,,0.238,0.227,,0.229,0.294,16.152,28813,4,37.6924,9,1
Carry Out,Timbaland Featuring Justin Timberlake,spotify:track:2DHc2e5bBn4UzYENVFrUl,0.531,0.574,1,-6.693,,0.113,0.114,0.38,0.256,0.272,115.68,232467,5,19.8379,13,1
Buzzkill,Luke Bryan,spotify:track:3UJvgGaBEJcDqz61mbvqAp,0.52,0.776,6,-4.787,1,0.339,0.293,,0.16,0.52,144.992,217853,4,4.34856,9,1
All My Life - Piano Instrumental,Attila Fias,spotify:track:6MRSTVfeQ9Ot9WB6TIdc75,0.387,0.187,9,-18.921,,0.547,0.958,0.837,0.114,0.297,115.272,295633,4,5.95583,13,
Words of War - Live,Visions of Atlantis,spotify:track:4n24eMwoB8TsHjhuKClUi,0.462,0.931,3,-7.472,,0.51,5.40E-01,5.89E-01,0.368,0.318,92.471,25293,4,138.12567,7,
Finish Them,Cattle Decapitation,spotify:track:5XnbiEvRWlZh4TJUa2U5wb,0.328,0.966,3,-3.948,1,0.129,2.72E-01,0.461,0.275,0.32,111.892,175682,5,36.91232,1,
She Knows,Ne-Yo Featuring Juicy J,spotify:track:7seTcUFOhn5caSDbiSfsp,0.76,0.572,8,-5.799,,0.326,0.262,,0.585,0.574,139.982,214726,4,34.8225,9,1
Take Back Home Girl,Chris Lane Featuring Tori Kelly,spotify:track:N9uZRrJQ3lO5TmInEjLxc,0.493,0.796,11,-3.971,1,0.691,0.39,,0.957,0.644,159.988,21217,4,35.4934,7,1
New Year's Eve,Mal Blum,spotify:track:5IF2jZnQd8FMZtZjbV3MDS,0.516,0.199,7,-9.541,1,0.42,0.874,4.93E-01,0.18,0.575,15.622,39457,4,48.852,2,
Metal Drums,Black Asteroid,spotify:track:ycHQlUeSXlDxCSF2MddGp,0.794,0.97,8,-1.168,,0.5,9.47E-01,0.921,0.115,0.363,13.17,2323,4,3.65733,13,
Rumour Has It,Adele,spotify:track:76N7FdzCI9OsiUnzJVLY2m,0.618,0.753,7,-5.5,,0.451,0.637,,0.95,0.557,12.41,221427,4,38.93456,8,1
Echoes of Death,Pestilence,spotify:track:32BqjlnQKwIeQC3fCGK1Fi,0.336,0.991,1,-7.17,,0.19,1.97E-01,0.866,0.465,0.256,18.6,255787,4,18.2286,14,
Love Story (Tendu 1),Nate Fifield,spotify:track:3XGQNFen9yvADdaqxF1sZJ,0.713,0.21,5,-19.44,1,0.554,0.995,0.97,0.139,0.199,97.9,173282,4,5.883,7,
Talk Is Cheap,Nick Murphy / Chet Faker,spotify:track:7jJsme36M9Cn6aYYC2l3t,0.652,0.583,,-8.52,,0.173,0.465,0.28,0.146,0.46,14.24,218553,4,39.19711,9,
Black Gold,Esperanza Spalding,spotify:track:3j3NMimTbUCiLxLphpLQ,0.544,0.395,1,-11.721,1,0.76,0.653,7.84E-01,0.355,0.473,81.748,316867,4,36.1928,13,
Goodnight Kiss,Randy Houser,spotify:track:27aDju7VAODvQYHWrrv6o9,0.731,0.71,1,-4.285,1,0.332,0.382,9.92E-01,0.118,0.633,111.24,268,4,28.1593,1,1
EW!,Jimmy Fallon Featuring will.i.am,spotify:track:PcLrZITBBSQKKrufVKFJI,0.95,0.721,7,-5.825,1,0.138,0.326,,0.912,0.867,129.988,134667,4,31.19856,7,1
Graveyard,Halsey,spotify:track:6V9fHiv84WlVTg7CSnIVY2,0.667,0.583,11,-5.127,,0.747,0.231,4.48E-01,0.181,0.187,92.43,18186,4,25.8621,1,1
When I Get You Alone,Glee Cast,spotify:track:63dHVDt4TXudnl2K1eziJT,0.738,0.763,7,-6.2,,0.615,0.211,,0.697,0.483,18.75,151987,4,46.19791,6,1
Trip,Ella Mai,spotify:track:6CTWathupIiDs7U4InHnDA,0.477,0.61,11,-5.628,,0.144,0.225,,0.17,0.358,79.882,213993,4,23.48539,8,1
Can't Have Everything,Drake,spotify:track:5f5r2N4Lp9WoULWPH9zp2W,0.856,0.572,1,-8.429,1,0.373,0.136,1.55E-01,0.121,0.454,82.445,228438,4,59.48346,7,1
Tell Your Friends,The Weeknd,spotify:track:1mhVXWduD8ReDwusfaHNwU,0.565,0.454,1,-11.91,,0.461,0.265,,0.181,0.312,74.89,334333,4,4.9389,12,1
The Only Exception,Paramore,spotify:track:7JIuqL4ZqkpfGKQhYlrirs,0.452,0.563,4,-6.67,1,0.272,0.144,,0.143,0.29,137.715,267653,3,42.47915,12,1
Booty Wurk (One Cheek At A Time),T-Pain Featuring Joey Galaxy,spotify:track:6QgkOxBXqVRjZ1JcIDbDYY,0.786,0.689,1,-6.113,1,0.315,0.931,1.14E-01,0.214,0.874,157.935,23537,4,32.5786,12,1
Empty Promises,Cass McCombs,spotify:track:1qJFELOwGd9ZpymmibWwq,0.69,0.493,9,-7.882,1,0.35,0.871,0.284,0.15,0.16,17.354,26576,4,24.492,12,
"Hold On, We're Going Home",Christina Grimmie,spotify:track:3S7ayrPfoQ2zBHlJmavTn,0.278,0.657,6,-5.118,,0.353,0.41,,0.112,0.242,9.74,175219,4,6.23615,7,1
Atomic Bomb - William Onyeabor vs. Hot Chip,William Onyeabor,spotify:track:6G2M6vvToPz12ghZpeJSGe,0.834,0.56,8,-1.62,,0.439,0.145,0.282,0.446,0.78,125.798,436237,4,29.56881,16,
Main Chick,Kid Ink Featuring Chris Brown,spotify:track:2asIUjALYhUbH8hvLUhDWo,0.775,0.496,1,-5.652,1,0.354,0.393,,0.526,0.24,95.72,197813,4,54.317,11,1
Shake Me Down,Cage The Elephant,spotify:track:1Hb1IJ9bBCa6wo3fRtexnJ,0.457,0.613,9,-5.756,1,0.295,0.463,0.441,0.711,0.132,15.11,211373,4,28.46324,1,1
Gorilla,Bruno Mars,spotify:track:2ih2U8ttFzCjnQ5njF3SrR,0.717,0.544,7,-6.598,1,0.371,0.445,5.16E-01,0.973,0.641,139.959,244493,4,56.2119,1,1
Backstab,Showoff,spotify:track:mv4qFHgDa6FZEZDRs64Ut,0.459,0.887,4,-7.997,1,0.644,0.285,0.134,0.431,0.739,11,146867,4,45.116,7,
You’re Worthy of It All,The Worship Initiative,spotify:track:dT9hMYWZKRYwfKNwVfJg,0.46,0.351,9,-7.871,1,0.311,0.267,0.893,0.967,0.246,118.633,321,3,55.46738,11,
For You (Fifty Shades Freed),Liam Payne & Rita Ora,spotify:track:66xn6tB8s3l8uhj2OGneE,0.541,0.787,2,-4.618,,0.331,0.167,,0.157,0.2,113,245453,4,34.72794,11,1
When I See This Bar,Kenny Chesney,spotify:track:61w5i6NlAZXBa5FTTbDLr,0.712,0.726,7,-7.346,1,0.248,0.284,4.48E-01,0.14,0.558,111.69,362813,4,35.8828,16,1
You Da One,Rihanna,spotify:track:3Yt9lRtS5V4nbJnwcgFgvC,0.72,0.715,5,-5.377,,0.425,0.53,2.44E-01,0.126,0.863,127.5,213,4,45.84853,8,1
This Afternoon,Nickelback,spotify:track:1RG8MABXVciDk6WYb8pBv,0.57,0.875,7,-7.697,1,0.389,0.257,,0.346,0.647,16.79,273493,4,3.67368,12,1
Forever,"Drake Featuring Kanye West, Lil Wayne & Eminem",spotify:track:6HSqyfGnsHYw9MmIpa9zlZ,0.415,0.926,5,-1.34,,0.374,0.253,,0.256,0.542,158.423,357347,4,43.43125,12,1
